Date,Open,High,Low,Close,Adj Close,Volume
2019-12-11,86.260002,86.870003,85.849998,86.589996,83.820427,4921900
2019-12-12,88.000000,88.889999,87.540001,88.209999,85.388603,10282100
2019-12-13,88.019997,88.790001,87.580002,88.669998,85.833900,6714100
2019-12-16,89.139999,89.300003,88.430000,88.779999,85.940376,6705600
2019-12-17,88.870003,88.970001,87.470001,88.129997,85.311165,7296900
2019-12-18,88.389999,88.849998,87.820000,87.989998,85.175636,5859200
2019-12-19,87.830002,88.589996,87.580002,88.519997,85.688690,6022100
2019-12-20,88.790001,89.000000,87.889999,88.459999,85.630608,14271500
2019-12-23,88.620003,88.849998,88.180000,88.230003,85.407974,4349700
2019-12-24,88.199997,88.599998,88.000000,88.519997,85.688690,1847800
2019-12-26,88.730003,88.760002,87.790001,88.080002,85.262756,4177700
2019-12-27,88.110001,88.459999,87.690002,88.129997,85.311165,4129300
2019-12-30,88.010002,88.199997,87.059998,87.440002,84.643234,4655600
2019-12-31,87.440002,87.989998,87.309998,87.919998,85.107880,4115600
2020-01-02,88.120003,89.349998,88.050003,89.349998,86.492142,6473800
2020-01-03,88.660004,89.099998,88.099998,88.830002,85.988777,4874100
2020-01-06,88.110001,88.410004,87.470001,88.129997,85.311165,5409800
2020-01-07,87.959999,88.029999,87.129997,87.860001,85.049797,6514700
2020-01-08,87.940002,89.349998,87.779999,88.879997,86.037170,7296300
2020-01-09,90.250000,91.160004,90.070000,90.529999,87.634399,9443500
2020-01-10,90.800003,90.889999,89.629997,90.160004,87.276237,7097900
2020-01-13,90.620003,91.720001,90.209999,91.080002,88.166817,7382500
2020-01-14,91.190002,91.440002,90.860001,90.989998,88.079689,5855200
2020-01-15,91.000000,92.059998,91.000000,91.540001,88.612099,6145300
2020-01-16,91.989998,92.610001,91.629997,92.580002,89.618835,5180300
2020-01-17,92.930000,93.750000,92.809998,93.620003,90.625572,6962800
2020-01-21,92.830002,93.599998,92.190002,92.529999,89.570427,7094600
2020-01-22,93.139999,93.750000,92.470001,92.529999,89.570427,6157400
2020-01-23,91.919998,93.849998,90.739998,93.750000,90.751404,6100600
2020-01-24,94.000000,94.129997,91.339996,92.029999,89.086426,7815500
2020-01-27,88.629997,89.449997,87.550003,88.730003,85.891983,11066500
2020-01-28,89.050003,89.190002,87.720001,88.599998,85.766129,11922400
2020-01-29,88.150002,88.440002,85.599998,86.720001,83.946259,17678700
2020-01-30,85.449997,86.589996,84.690002,85.839996,83.094414,12224900
2020-01-31,85.790001,85.989998,84.519997,84.830002,82.116730,11693900
2020-02-03,85.070000,86.790001,85.070000,86.010002,83.258980,9090600
2020-02-04,87.139999,89.000000,86.620003,88.379997,85.553162,9997100
2020-02-05,88.879997,89.199997,86.629997,87.559998,85.154427,9982700
2020-02-06,87.650002,87.699997,86.150002,86.150002,83.783180,8901400
2020-02-07,85.760002,86.620003,85.320000,86.419998,84.045753,8073900
2020-02-10,86.430000,87.620003,86.169998,87.529999,85.125259,7289300
2020-02-11,87.860001,88.230003,87.349998,87.510002,85.105804,5098500
2020-02-12,87.709999,89.099998,87.389999,88.570000,86.136681,7747800
2020-02-13,88.500000,90.510002,88.260002,89.930000,87.459320,8576600
2020-02-14,90.180000,90.410004,88.989998,89.279999,86.827179,5686900
2020-02-18,89.370003,89.470001,88.290001,89.230003,86.778557,5288800
2020-02-19,89.489998,90.440002,89.300003,90.139999,87.663544,5210800
2020-02-20,89.730003,90.250000,87.730003,88.599998,86.165855,5969200
2020-02-21,88.000000,88.389999,87.000000,87.360001,84.959930,5800500
2020-02-24,84.529999,86.050003,84.260002,84.519997,82.197952,8313600
2020-02-25,85.019997,85.349998,81.669998,82.190002,79.931961,9404000
2020-02-26,82.599998,83.239998,80.639999,80.669998,78.453728,10541500
2020-02-27,78.830002,80.870003,77.360001,78.290001,76.139107,17120800
2020-02-28,76.169998,78.809998,75.720001,78.430000,76.275261,19108600
2020-03-02,77.919998,82.410004,77.660004,82.379997,80.116737,14258700
2020-03-03,82.300003,82.620003,78.110001,78.599998,76.440598,12395900
2020-03-04,79.290001,80.199997,77.879997,79.669998,77.481194,10999600
2020-03-05,77.900002,77.900002,75.279999,76.190002,74.096809,12545300
2020-03-06,73.459999,75.709999,72.050003,75.339996,73.270149,18080100
2020-03-09,70.580002,74.029999,70.080002,70.830002,68.884064,15930300
2020-03-10,72.559998,74.949997,70.029999,74.870003,72.813065,18414000
2020-03-11,72.830002,74.269997,67.400002,68.300003,66.423561,17138000
2020-03-12,62.950001,66.790001,61.459999,62.099998,60.393902,25170600
2020-03-13,65.650002,70.180000,63.509998,69.919998,67.999062,19247200
2020-03-16,60.630001,63.950001,58.110001,58.590000,56.980335,23354300
2020-03-17,59.549999,59.619999,53.610001,58.980000,57.359623,25045200
2020-03-18,55.549999,57.650002,50.020000,56.330002,54.782429,28770600
2020-03-19,56.230000,63.360001,53.549999,61.410000,59.722858,25167400
2020-03-20,62.299999,65.680000,57.910000,58.029999,56.435719,28420600
2020-03-23,57.230000,57.439999,54.000000,56.549999,54.996376,24905800
2020-03-24,62.610001,65.160004,61.000000,64.879997,63.097519,28286200
2020-03-25,66.830002,69.639999,63.490002,65.809998,64.001976,22977200
2020-03-26,66.709999,71.580002,66.250000,69.900002,67.979622,20997500
2020-03-27,66.680000,68.250000,64.820000,66.339996,64.517410,18950500
2020-03-30,66.559998,68.220001,64.580002,67.860001,65.995659,14199700
2020-03-31,67.180000,68.320000,65.309998,65.739998,63.933899,20109800
2020-04-01,63.000000,64.760002,61.580002,62.619999,60.899620,12880400
2020-04-02,65.750000,68.699997,62.910000,65.000000,63.214222,18175000
2020-04-03,64.470001,64.750000,60.900002,63.049999,61.317799,14676500
2020-04-06,66.269997,68.339996,64.410004,67.790001,65.927582,18010800
2020-04-07,71.570000,72.480003,68.330002,68.709999,66.822304,13799400
2020-04-08,69.580002,71.919998,68.540001,71.570000,69.603729,10417600
2020-04-09,71.199997,74.260002,70.139999,73.879997,71.850266,19748100
2020-04-13,73.519997,73.599998,70.349998,71.760002,69.788528,11191800
2020-04-14,73.690002,74.330002,72.660004,73.669998,71.646034,10912000
2020-04-15,72.010002,73.180000,70.709999,72.550003,70.556808,10642500
2020-04-16,73.110001,73.760002,71.349998,73.510002,71.490440,11946800
2020-04-17,76.620003,77.389999,74.970001,77.099998,74.981804,14268400
2020-04-20,76.019997,76.980003,75.080002,75.320000,73.250710,9684700
2020-04-21,73.400002,73.959999,71.739998,72.720001,70.722145,10345800
2020-04-22,74.550003,78.059998,74.430000,77.449997,75.322174,11347000
2020-04-23,77.330002,77.669998,74.260002,75.150002,73.085373,15513400
2020-04-24,75.750000,76.029999,74.209999,75.580002,73.503563,8456000
